89.824,1.33226,2.96512
86.3578,1.33226,3.07687
82.8916,1.33226,3.19147
79.4254,1.33226,3.79235
75.9592,1.33226,1.2485
72.4931,1.33226,4.75518
69.0269,1.33226,5.07393
65.5607,1.33226,6.31235
62.0945,1.33226,8.35903
58.6283,1.33226,9.77107
55.1621,1.33226,35.238
51.6959,1.33226,114.712
48.2297,1.33226,189.602
44.7636,1.33226,211.064
41.2974,1.33226,227.023
37.8312,1.33226,221.601
34.365,1.33226,181.196
30.8988,1.33226,98.502
27.4326,1.33226,30.4124
23.9664,1.33226,10.7681
20.5002,1.33226,8.28572
17.0341,1.33226,7.61261
13.5679,1.33226,5.69692
10.1017,1.33226,4.88063
6.63549,1.33226,4.12832
3.1693,1.33226,3.65185
-0.296888,1.33226,3.13441
-3.76308,1.33226,1.29152
-7.22926,1.33226,-3.13768
-10.6955,1.33226,2.95309
-14.1616,1.33226,3.1
-17.6278,1.33226,3.26261
-21.094,1.33226,3.13542
-24.5602,1.33226,2.27985
-28.0264,1.33226,2.1
-31.4926,1.33226,2.04666
-34.9588,1.33226,2.04046
-38.425,1.33226,2.2755
-41.8911,1.33226,2.16518
-45.3573,1.33226,2.20059
-48.8235,1.33226,-2.22925
-52.2897,1.33226,-0.0498017
-55.7559,1.33226,-2.11449
-59.2221,1.33226,1.93741
-62.6883,1.33226,2.29721
-66.1545,1.33226,4.30974
-69.6206,1.33226,-2.08835
-73.0868,1.33226,5.93701
-76.553,1.33226,1.95158
-80.0192,1.33226,2.65617
-83.4854,1.33226,2.95735
-86.9516,1.33226,3.09825
89.5822,-1.33226,7.52508
86.116,-1.33226,8.35715
82.6498,-1.33226,9.7284
79.1837,-1.33226,11.5025
75.7175,-1.33226,10.1767
72.2513,-1.33226,33.3876
68.7851,-1.33226,103.267
65.3189,-1.33226,185.136
61.8527,-1.33226,225.388
58.3865,-1.33226,229.985
54.9203,-1.33226,219.906
51.4542,-1.33226,184.11
47.988,-1.33226,98.2361
44.5218,-1.33226,22.6863
41.0556,-1.33226,11.9276
37.5894,-1.33226,6.58346
34.1232,-1.33226,5.50998
30.657,-1.33226,5.10049
27.1908,-1.33226,3.38228
23.7247,-1.33226,2.97947
20.2585,-1.33226,2.44413
16.7923,-1.33226,2.64229
13.3261,-1.33226,2.211
9.8599,-1.33226,2.10196
6.39371,-1.33226,2.49499
2.92752,-1.33226,2.15221
-0.538664,-1.33226,1.9
-4.00485,-1.33226,1.85292
-7.47104,-1.33226,1.87196
-10.9372,-1.33226,1.8423
-14.4034,-1.33226,1.89592
-17.8696,-1.33226,1.49393
-21.3358,-1.33226,1.87614
-24.802,-1.33226,1.56826
86.074,2.65882,2.35353
82.6078,2.65882,2.7953
79.1416,2.65882,2.81233
75.6754,2.65882,3.49678
72.2092,2.65882,3.80713
68.7431,2.65882,4.24049
65.2769,2.65882,4.52758
61.8107,2.65882,5.72444
58.3445,2.65882,6.97375
54.8783,2.65882,8.721
51.4121,2.65882,11.7065
47.9459,2.65882,37.8866
44.4797,2.65882,113.088
41.0136,2.65882,193.225
37.5474,2.65882,230.609
34.0812,2.65882,238.993
30.615,2.65882,233.119
27.1488,2.65882,193.671
23.6826,2.65882,114.036
20.2164,2.65882,41.2339
16.7502,2.65882,12.6471
13.2841,2.65882,8.04032
9.81786,2.65882,8.05013
