86.25,1.33226,2.96512
82.65,1.33226,3.07687
79.05,1.33226,3.19147
75.45,1.33226,3.79235
71.85,1.33226,1.2485
68.25,1.33226,4.75518
64.65,1.33226,5.07393
61.05,1.33226,6.31235
57.45,1.33226,8.35903
53.85,1.33226,9.77107
50.25,1.33226,35.238
46.65,1.33226,114.712
43.05,1.33226,189.602
39.45,1.33226,211.064
35.85,1.33226,227.023
32.25,1.33226,221.601
28.65,1.33226,181.196
25.05,1.33226,98.502
21.45,1.33226,30.4124
17.85,1.33226,10.7681
14.25,1.33226,8.28572
10.65,1.33226,7.61261
7.05,1.33226,5.69692
3.45,1.33226,4.88063
-0.15,1.33226,4.12832
-3.75,1.33226,3.65185
-7.35,1.33226,3.13441
-10.95,1.33226,1.29152
-14.55,1.33226,-3.13768
-18.15,1.33226,2.95309
-21.75,1.33226,3.1
-25.35,1.33226,3.26261
-28.95,1.33226,3.13542
-32.55,1.33226,2.27985
-36.15,1.33226,2.1
-39.75,1.33226,2.04666
-43.35,1.33226,2.04046
-46.95,1.33226,2.2755
-50.55,1.33226,2.16518
-54.15,1.33226,2.20059
-57.75,1.33226,-2.22925
-61.35,1.33226,-0.0498017
-64.95,1.33226,-2.11449
-68.55,1.33226,1.93741
-72.15,1.33226,2.29721
-75.75,1.33226,4.30974
-79.35,1.33226,-2.08835
-82.95,1.33226,5.93701
-86.55,1.33226,1.95158
89.85,-1.33226,2.65617
86.25,-1.33226,2.95735
82.65,-1.33226,3.09825
79.05,-1.33226,7.52508
75.45,-1.33226,8.35715
71.85,-1.33226,9.7284
68.25,-1.33226,11.5025
64.65,-1.33226,10.1767
61.05,-1.33226,33.3876
57.45,-1.33226,103.267
53.85,-1.33226,185.136
50.25,-1.33226,225.388
46.65,-1.33226,229.985
43.05,-1.33226,219.906
39.45,-1.33226,184.11
35.85,-1.33226,98.2361
32.25,-1.33226,22.6863
28.65,-1.33226,11.9276
25.05,-1.33226,6.58346
21.45,-1.33226,5.50998
17.85,-1.33226,5.10049
14.25,-1.33226,3.38228
10.65,-1.33226,2.97947
7.05,-1.33226,2.44413
3.45,-1.33226,2.64229
-0.15,-1.33226,2.211
-3.75,-1.33226,2.10196
-7.35,-1.33226,2.49499
-10.95,-1.33226,2.15221
-14.55,-1.33226,1.9
-18.15,-1.33226,1.85292
-21.75,-1.33226,1.87196
-25.35,-1.33226,1.8423
-28.95,-1.33226,1.89592
-32.55,-1.33226,1.49393
-36.15,-1.33226,1.87614
-39.75,-1.33226,1.56826
82.5,2.65882,2.35353
78.9,2.65882,2.7953
75.3,2.65882,2.81233
71.7,2.65882,3.49678
68.1,2.65882,3.80713
64.5,2.65882,4.24049
60.9,2.65882,4.52758
57.3,2.65882,5.72444
53.7,2.65882,6.97375
50.1,2.65882,8.721
46.5,2.65882,11.7065
42.9,2.65882,37.8866
39.3,2.65882,113.088
35.7,2.65882,193.225
32.1,2.65882,230.609
28.5,2.65882,238.993
24.9,2.65882,233.119
21.3,2.65882,193.671
17.7,2.65882,114.036
14.1,2.65882,41.2339
10.5,2.65882,12.6471
6.9,2.65882,8.04032
3.3,2.65882,8.05013
-0.3,2.65882,6.94809
-3.9,2.65882,5.8544
-7.5,2.65882,5.06147
-11.1,2.65882,4.5303
-14.7,2.65882,3.3943
-18.3,2.65882,3.19166
-21.9,2.65882,3.00239
-25.5,2.65882,2.72843
-29.1,2.65882,2.75
-32.7,2.65882,2.81333
-36.3,2.65882,2.13696
-39.9,2.65882,2.71661
-43.5,2.65882,2.19781
-47.1,2.65882,2.45921
-50.7,2.65882,-2.53519
-54.3,2.65882,2.15979
-57.9,2.65882,-2.49781
-61.5,2.65882,2.2
-65.1,2.65882,2.12509
-68.7,2.65882,2.43304
-72.3,2.65882,2.42981
-75.9,2.65882,2.27806
-79.5,2.65882,-2.75055
-83.1,2.65882,2.6689
-86.7,2.65882,4.29447
89.7,-2.65882,4.09745
86.1,-2.65882,8.36331
82.5,-2.65882,8.22103
78.9,-2.65882,10.2659
75.3,-2.65882,11.0955
71.7,-2.65882,13.2984
68.1,-2.65882,35.0413
64.5,-2.65882,100.027
60.9,-2.65882,185.569
57.3,-2.65882,234.994
53.7,-2.65882,239.228
50.1,-2.65882,236.853
46.5,-2.65882,202.791
42.9,-2.65882,133.19
39.3,-2.65882,50.9885
35.7,-2.65882,14.5475
32.1,-2.65882,11.8046
28.5,-2.65882,10.3997
24.9,-2.65882,8.87161
21.3,-2.65882,3.83009
17.7,-2.65882,10.2698
14.1,-2.65882,8.02471
10.5,-2.65882,2.90662
6.9,-2.65882,2.5
3.3,-2.65882,2.37963
-0.3,-2.65882,2.10299
-3.9,-2.65882,2.4464
-7.5,-2.65882,1.99082
-11.1,-2.65882,1.9096
-14.7,-2.65882,2.11295
-18.3,-2.65882,1.89617
-21.9,-2.65882,1.58251
-25.5,-2.65882,1.9425
-29.1,-2.65882,1.82981
-32.7,-2.65882,1.6264
-36.3,-2.65882,1.69056
-39.9,-2.65882,1.77716
-43.5,-2.65882,1.51078
-47.1,-2.65882,1.55667
-50.7,-2.65882,1.59055
-54.3,-2.65882,1.6904
-57.9,-2.65882,1.57297
-61.5,-2.65882,1.80639
-65.1,-2.65882,1.84635
-68.7,-2.65882,1.58918
-72.3,-2.65882,1.84161
-75.9,-2.65882,1.61084
-79.5,-2.65882,1.59887
-83.1,-2.65882,2.05935
-86.7,-2.65882,1.77191
89.7,2.65882,1.9264
86.1,2.65882,1.76546
78.75,3.97399,2.57789
75.15,3.97399,2.86541
71.55,3.97399,2.77478
67.95,3.97399,3.1656
64.35,3.97399,-3.3805
60.75,3.97399,3.55305
57.15,3.97399,4.20978
53.55,3.97399,5.5392
49.95,3.97399,6
46.35,3.97399,6.56501
42.75,3.97399,9.84762
39.15,3.97399,13.2795
35.55,3.97399,47.5396
31.95,3.97399,123.813
28.35,3.97399,196.352
24.75,3.97399,230.008
21.15,3.97399,250.212
17.55,3.97399,244.294
13.95,3.97399,209.381
10.35,3.97399,134.027
6.75,3.97399,62.5709
3.15,3.97399,21.6152
-0.45,3.97399,10.7248
-4.05,3.97399,8.6656
-7.65,3.97399,7.44523
-11.25,3.97399,6.09881
-14.85,3.97399,5.91858
-18.45,3.97399,5.45974
-22.05,3.97399,4.14431
-25.65,3.97399,3.81225
-29.25,3.97399,3.60039
-32.85,3.97399,3.22933
-36.45,3.97399,3.23845
-40.05,3.97399,3.32963
-43.65,3.97399,3.14924
-47.25,3.97399,3.24124
-50.85,3.97399,3.18819
-54.45,3.97399,3.00793
-58.05,3.97399,2.83725
-61.65,3.97399,3.20732
-65.25,3.97399,3.93198
-68.85,3.97399,4.44832
-72.45,3.97399,4.53556
-76.05,3.97399,7.69802
-79.65,3.97399,6.22454
-83.25,3.97399,8.88555
-86.85,3.97399,5.98224
89.55,-3.97399,10.7809
85.95,-3.97399,12.452
82.35,-3.97399,19.7743
78.75,-3.97399,54.4259
75.15,-3.97399,125.071
71.55,-3.97399,202.999
67.95,-3.97399,240.022
64.35,-3.97399,233.358
60.75,-3.97399,230.673
57.15,-3.97399,197.717
53.55,-3.97399,128.192
49.95,-3.97399,51.7383
46.35,-3.97399,15.8038
42.75,-3.97399,13.5174
39.15,-3.97399,7.95162
35.55,-3.97399,5.83241
31.95,-3.97399,3.54846
28.35,-3.97399,3.53603
24.75,-3.97399,-3.61476
21.15,-3.97399,-0.162766
17.55,-3.97399,1
13.95,-3.97399,2.77979
